side,sha,phase,audit_request_id,http_status,client_success,arm_request_count,arm_status,error
head,7743ba647f18e5520fbde87bf12ffa991d48eb87,worker-recovery,fbea3419-b1f3-4dcb-af11-a357ed856c09,200,True,1,200,
head,7743ba647f18e5520fbde87bf12ffa991d48eb87,worker-recovery,38fdf847-2cb9-4cff-abcd-824afd26ca64,200,True,1,200,
head,7743ba647f18e5520fbde87bf12ffa991d48eb87,worker-recovery,4d76a57e-eabe-4ff2-bbb8-c606f7093b61,200,True,1,200,
head,7743ba647f18e5520fbde87bf12ffa991d48eb87,worker-recovery,eaa3bc2a-0128-4c97-bd66-564c54123cc9,200,True,1,200,
head,7743ba647f18e5520fbde87bf12ffa991d48eb87,worker-recovery,55720168-f43e-4c4f-9c87-0219c02b4f56,200,True,1,200,
head,7743ba647f18e5520fbde87bf12ffa991d48eb87,worker-recovery,a36c77a2-59bf-40b1-812a-9595b9de37a3,200,True,1,200,
head,7743ba647f18e5520fbde87bf12ffa991d48eb87,worker-recovery,828abcf1-c0c2-4bed-91ff-d93e1cd1fe22,200,True,1,200,
head,7743ba647f18e5520fbde87bf12ffa991d48eb87,worker-recovery,312add23-3d7b-4adf-8919-70047a81fe86,200,True,1,200,
head,7743ba647f18e5520fbde87bf12ffa991d48eb87,worker-recovery,c52d0167-05c9-4674-96be-2ba04b078c83,200,True,1,200,
head,7743ba647f18e5520fbde87bf12ffa991d48eb87,worker-recovery,0ec42456-afa1-48ac-a2be-a12c162a5fbb,200,True,1,200,
head,7743ba647f18e5520fbde87bf12ffa991d48eb87,worker-recovery,02e30e66-d149-41f6-9b42-2c721e4c13d3,200,True,1,200,
base,0594dd7caf9dca8e4236c399c3a07736f74cd8a2,worker-loss,496bfb5c-83df-41bf-b3d1-c175f45cc9bd,200,True,1,200,
base,0594dd7caf9dca8e4236c399c3a07736f74cd8a2,worker-loss,6a98da05-202e-4af1-957c-4e2a95000067,200,True,1,200,
base,0594dd7caf9dca8e4236c399c3a07736f74cd8a2,worker-loss,e4e94b14-33f2-45c4-8aa6-839e0c0af422,,False,1,200,RemoteProtocolError
base,0594dd7caf9dca8e4236c399c3a07736f74cd8a2,worker-loss,aad4abb8-df6d-4e16-aa4a-1d084014ee42,200,True,1,200,
base,0594dd7caf9dca8e4236c399c3a07736f74cd8a2,worker-loss,a94a9e2a-088e-4a46-85f1-b40e1f623ce4,200,True,1,200,
base,0594dd7caf9dca8e4236c399c3a07736f74cd8a2,worker-loss,60beafa6-6a95-419a-b39f-f4b029715809,200,True,1,200,
base,0594dd7caf9dca8e4236c399c3a07736f74cd8a2,worker-loss,e157bf72-ce23-4700-8b78-152c41d534fc,,False,1,200,RemoteProtocolError
base,0594dd7caf9dca8e4236c399c3a07736f74cd8a2,worker-loss,25abbc83-42ab-4c21-83f8-574314c2fab3,200,True,1,200,
base,0594dd7caf9dca8e4236c399c3a07736f74cd8a2,worker-loss,7413f3f8-4ffb-4fae-939c-d1f312eb3d0f,,False,1,200,RemoteProtocolError
base,0594dd7caf9dca8e4236c399c3a07736f74cd8a2,worker-loss,19c11cd9-b865-45d0-acae-fa8df7426879,200,True,1,200,
base,0594dd7caf9dca8e4236c399c3a07736f74cd8a2,worker-loss,503559dc-021d-44c3-9a5d-dd6f6cb8805a,200,True,1,200,
base,0594dd7caf9dca8e4236c399c3a07736f74cd8a2,worker-loss,56ed8416-de05-48c2-9797-aed7dfef5ee2,200,True,1,200,
base,0594dd7caf9dca8e4236c399c3a07736f74cd8a2,worker-loss,2fbe06c0-6aba-49a4-9132-797ddbe3c08d,200,True,1,200,
base,0594dd7caf9dca8e4236c399c3a07736f74cd8a2,worker-loss,5a57aeba-8bd9-4ea5-b898-2e3eb8dac255,200,True,1,200,
base,0594dd7caf9dca8e4236c399c3a07736f74cd8a2,worker-loss,9ee025c2-56f0-4eb2-b377-1ccdd944c652,200,True,1,200,
base,0594dd7caf9dca8e4236c399c3a07736f74cd8a2,worker-loss,6749ed14-9891-4074-b1bb-d38a0af8a65f,200,True,1,200,
base,0594dd7caf9dca8e4236c399c3a07736f74cd8a2,worker-loss,28536aaa-22e9-4d9e-a689-f38ac2ee6bde,,False,1,200,RemoteProtocolError
base,0594dd7caf9dca8e4236c399c3a07736f74cd8a2,worker-loss,57188935-d73d-4fc8-a5ed-fbc8da267f88,200,True,1,200,
base,0594dd7caf9dca8e4236c399c3a07736f74cd8a2,worker-loss,c98f8215-4fd6-4624-9dce-a2258fdb3def,200,True,1,200,
base,0594dd7caf9dca8e4236c399c3a07736f74cd8a2,worker-loss,0a305d6a-4d4a-417e-bef9-4eebf0a378b4,,False,1,200,RemoteProtocolError
base,0594dd7caf9dca8e4236c399c3a07736f74cd8a2,worker-recovery,1f01b316-af41-465b-a8d5-baebe7b7b1d6,200,True,1,200,
base,0594dd7caf9dca8e4236c399c3a07736f74cd8a2,worker-recovery,50bd52d1-e719-4621-baa7-1f38d421e212,200,True,1,200,
base,0594dd7caf9dca8e4236c399c3a07736f74cd8a2,worker-recovery,34a2269e-54f0-44f3-8185-8db5188b5a05,200,True,1,200,
base,0594dd7caf9dca8e4236c399c3a07736f74cd8a2,worker-recovery,ee20a6bc-c5c0-4071-bfd8-d4c0405d4082,200,True,1,200,
base,0594dd7caf9dca8e4236c399c3a07736f74cd8a2,worker-recovery,0d300cc0-c3ac-4edc-9c6f-ea21270fd8be,200,True,1,200,
base,0594dd7caf9dca8e4236c399c3a07736f74cd8a2,worker-recovery,0116bf83-0e49-4150-9385-f9a0549b1269,200,True,1,200,
base,0594dd7caf9dca8e4236c399c3a07736f74cd8a2,worker-recovery,d142a092-57aa-4ac0-8b22-fb12efe33114,200,True,1,200,
base,0594dd7caf9dca8e4236c399c3a07736f74cd8a2,worker-recovery,32270b14-5dd2-433c-88f0-f74271621248,200,True,1,200,
base,0594dd7caf9dca8e4236c399c3a07736f74cd8a2,worker-recovery,f9dde191-0e35-4296-b1af-c6c44f029ed1,200,True,1,200,
base,0594dd7caf9dca8e4236c399c3a07736f74cd8a2,worker-recovery,b60f60af-e7d4-46d4-890e-31922bf04a33,200,True,1,200,
base,0594dd7caf9dca8e4236c399c3a07736f74cd8a2,worker-recovery,b2c2daf3-03d1-4e94-a38e-c4796b13f3cd,200,True,1,200,
base,0594dd7caf9dca8e4236c399c3a07736f74cd8a2,worker-recovery,be2b61dd-fefe-497a-9a4d-442ff8e9f933,200,True,1,200,
base,0594dd7caf9dca8e4236c399c3a07736f74cd8a2,worker-recovery,3be51c76-965f-4fb8-86f8-21efc14ed5d8,200,True,1,200,
base,0594dd7caf9dca8e4236c399c3a07736f74cd8a2,worker-recovery,5721e83a-38f2-4557-9a56-ca9cc94f88dd,200,True,1,200,
base,0594dd7caf9dca8e4236c399c3a07736f74cd8a2,worker-recovery,41091efd-7a28-4f18-818d-9ba8af317127,200,True,1,200,
base,0594dd7caf9dca8e4236c399c3a07736f74cd8a2,worker-recovery,316ff785-aabe-4317-9af1-0d47b0230545,200,True,1,200,
base,0594dd7caf9dca8e4236c399c3a07736f74cd8a2,worker-recovery,3a220275-19ad-4d11-84b0-9ffd39d6a458,200,True,1,200,
base,0594dd7caf9dca8e4236c399c3a07736f74cd8a2,worker-recovery,f62b2c91-d0cd-4995-b8e4-a1b4ebf2e73f,200,True,1,200,
base,0594dd7caf9dca8e4236c399c3a07736f74cd8a2,worker-recovery,0af5a4a6-2121-4a48-90e8-19e7c1519bf9,200,True,1,200,
base,0594dd7caf9dca8e4236c399c3a07736f74cd8a2,worker-recovery,a67b5e5f-ff66-4d89-b33e-ccdd544d4de1,200,True,1,200,
base,0594dd7caf9dca8e4236c399c3a07736f74cd8a2,proxy-stop,a682c6cc-645a-4eb4-b402-7ed64ca9fbc4,200,True,1,200,
base,0594dd7caf9dca8e4236c399c3a07736f74cd8a2,proxy-stop,fc0a1c05-5019-4632-91f3-2fe2e7e42bb1,200,True,1,200,
base,0594dd7caf9dca8e4236c399c3a07736f74cd8a2,proxy-stop,32cb3e55-ad1a-44eb-9a0e-d0d7cf2a53e6,200,True,1,200,
base,0594dd7caf9dca8e4236c399c3a07736f74cd8a2,proxy-stop,f094e5fa-6d4a-44eb-9244-760e9faadad1,200,True,1,200,
base,0594dd7caf9dca8e4236c399c3a07736f74cd8a2,proxy-stop,f3f938eb-3235-412a-bf69-77d1e56902f0,200,True,1,200,
base,0594dd7caf9dca8e4236c399c3a07736f74cd8a2,proxy-stop,504ae738-eac7-437d-86f8-58a90e169dec,200,True,1,200,
base,0594dd7caf9dca8e4236c399c3a07736f74cd8a2,proxy-stop,95398293-9e1c-41a0-bee4-3fc4098df5dd,200,True,1,200,
base,0594dd7caf9dca8e4236c399c3a07736f74cd8a2,proxy-stop,9e013760-46e9-4ff5-9445-2a13078a502c,200,True,1,200,
base,0594dd7caf9dca8e4236c399c3a07736f74cd8a2,proxy-stop,41ed80da-1cb1-4c2c-8678-9a78329a65a9,200,True,1,200,
base,0594dd7caf9dca8e4236c399c3a07736f74cd8a2,proxy-stop,f3d71c13-4ceb-4f49-a94a-c5a290761301,200,True,1,200,
base,0594dd7caf9dca8e4236c399c3a07736f74cd8a2,proxy-stop,44f3d06d-175d-448f-b89b-376264e51a1c,200,True,1,200,
base,0594dd7caf9dca8e4236c399c3a07736f74cd8a2,proxy-stop,be7b11fc-fbfe-4508-bfeb-d53c6c9bda83,200,True,1,200,
base,0594dd7caf9dca8e4236c399c3a07736f74cd8a2,proxy-stop,81570b93-ad55-4045-9b0c-8af0ce4c6e3e,200,True,1,200,
base,0594dd7caf9dca8e4236c399c3a07736f74cd8a2,proxy-stop,29896efa-5b33-4be3-bb4b-ee08994f1834,200,True,1,200,
base,0594dd7caf9dca8e4236c399c3a07736f74cd8a2,proxy-stop,d889529c-61c9-491a-849f-073491694bec,200,True,1,200,
base,0594dd7caf9dca8e4236c399c3a07736f74cd8a2,proxy-stop,048ed474-06e5-488e-bba8-de9a061fd9a2,200,True,1,200,
base,0594dd7caf9dca8e4236c399c3a07736f74cd8a2,proxy-stop,21b9dde0-5a1d-42d9-a792-8bb57d77e54d,200,True,1,200,
base,0594dd7caf9dca8e4236c399c3a07736f74cd8a2,proxy-stop,94369ea2-042a-4eb9-9b06-db6ad201e3df,200,True,1,200,
base,0594dd7caf9dca8e4236c399c3a07736f74cd8a2,proxy-stop,e9ff4df5-e88e-41a3-b537-0b461866b98e,200,True,1,200,
base,0594dd7caf9dca8e4236c399c3a07736f74cd8a2,proxy-stop,fd699b60-8142-4964-8c7b-1a6631807004,200,True,1,200,
base,0594dd7caf9dca8e4236c399c3a07736f74cd8a2,proxy-recovery,06382ba1-6583-4c45-93f1-d82550ffbbfd,200,True,1,200,
base,0594dd7caf9dca8e4236c399c3a07736f74cd8a2,proxy-recovery,c2692082-5e27-4a16-af5c-9a30cdeb8557,200,True,1,200,
base,0594dd7caf9dca8e4236c399c3a07736f74cd8a2,proxy-recovery,c3e19d73-add0-47c2-932b-f3f925b7bda6,200,True,1,200,
base,0594dd7caf9dca8e4236c399c3a07736f74cd8a2,proxy-recovery,aa358e97-6808-4a69-bc52-d7dae975f664,200,True,1,200,
base,0594dd7caf9dca8e4236c399c3a07736f74cd8a2,proxy-recovery,c12ac0de-7ffc-49ab-8a65-a0f069003e08,200,True,1,200,
base,0594dd7caf9dca8e4236c399c3a07736f74cd8a2,proxy-recovery,577165bf-9a25-4fdd-9caf-c40d0ecb4bc6,200,True,1,200,
base,0594dd7caf9dca8e4236c399c3a07736f74cd8a2,proxy-recovery,de2b4b29-dd3f-444c-85ca-3a40959c7677,200,True,1,200,
base,0594dd7caf9dca8e4236c399c3a07736f74cd8a2,proxy-recovery,462c8fc8-01bc-45cf-8082-5e85a8ce518c,200,True,1,200,
base,0594dd7caf9dca8e4236c399c3a07736f74cd8a2,proxy-recovery,027f92e0-a0a9-4978-ae1e-7c1e4d3304eb,200,True,1,200,
base,0594dd7caf9dca8e4236c399c3a07736f74cd8a2,proxy-recovery,a17820c4-4b66-4dfd-9a45-5d5741f72563,200,True,1,200,
base,0594dd7caf9dca8e4236c399c3a07736f74cd8a2,proxy-recovery,2888296d-182f-42f3-87c2-17a514450927,200,True,1,200,
base,0594dd7caf9dca8e4236c399c3a07736f74cd8a2,proxy-recovery,7471c11f-01d4-40b6-a95c-8291d0c48bd4,200,True,1,200,
base,0594dd7caf9dca8e4236c399c3a07736f74cd8a2,proxy-recovery,87f590a6-b9b9-4651-b5e2-3e3d84a7f107,200,True,1,200,
base,0594dd7caf9dca8e4236c399c3a07736f74cd8a2,proxy-recovery,e7683f03-30cc-49ba-8d1c-0241a7ba136b,200,True,1,200,
base,0594dd7caf9dca8e4236c399c3a07736f74cd8a2,proxy-recovery,9609caa8-a205-4c74-982b-6b4acc0fe778,200,True,1,200,
base,0594dd7caf9dca8e4236c399c3a07736f74cd8a2,proxy-recovery,2e962e95-2925-406e-9102-8441f8084c57,200,True,1,200,
base,0594dd7caf9dca8e4236c399c3a07736f74cd8a2,proxy-recovery,f3f39766-6a49-429f-8cc9-65e195e58145,200,True,1,200,
base,0594dd7caf9dca8e4236c399c3a07736f74cd8a2,proxy-recovery,d8f69aff-a022-471f-b1ec-9c200508cda0,200,True,1,200,
base,0594dd7caf9dca8e4236c399c3a07736f74cd8a2,proxy-recovery,d4812966-e4b7-44b1-85e6-3c8733f3cc3e,200,True,1,200,
base,0594dd7caf9dca8e4236c399c3a07736f74cd8a2,proxy-recovery,67ae8c7d-e099-40f8-856a-8359b3f53d04,200,True,1,200,
head,7743ba647f18e5520fbde87bf12ffa991d48eb87,proxy-stop,710ba90d-22a4-4079-a927-7d3a443fa73f,200,True,1,200,
head,7743ba647f18e5520fbde87bf12ffa991d48eb87,proxy-stop,f49ce3bb-c46d-4003-90e2-35fdb33c9e63,200,True,1,200,
head,7743ba647f18e5520fbde87bf12ffa991d48eb87,proxy-stop,337a3796-27fd-44cd-81cc-29c2d9b1ac33,200,True,1,200,
head,7743ba647f18e5520fbde87bf12ffa991d48eb87,proxy-stop,fd67cee6-ede6-4a99-a029-97d6296a531e,200,True,1,200,
head,7743ba647f18e5520fbde87bf12ffa991d48eb87,proxy-stop,c232d39c-0ec1-4277-aa7c-93d78e8dd3e4,200,True,1,200,
head,7743ba647f18e5520fbde87bf12ffa991d48eb87,proxy-stop,6b450f10-98a0-44d2-bc00-e09c41fdf81f,200,True,1,200,
head,7743ba647f18e5520fbde87bf12ffa991d48eb87,proxy-stop,9672aff1-ca8a-4330-abb5-9ba0eebbca2b,200,True,1,200,
head,7743ba647f18e5520fbde87bf12ffa991d48eb87,proxy-stop,117fcf30-1196-48ff-ae46-1646913dd0e8,200,True,1,200,
head,7743ba647f18e5520fbde87bf12ffa991d48eb87,proxy-stop,9fec8918-69e9-4afc-992d-15df512b5916,200,True,1,200,
head,7743ba647f18e5520fbde87bf12ffa991d48eb87,proxy-stop,1265d657-40e6-4281-8e6c-16de8e579cfc,200,True,1,200,
head,7743ba647f18e5520fbde87bf12ffa991d48eb87,proxy-stop,0ea14da9-2ba8-4999-b6dd-83d14520b1d4,200,True,1,200,
head,7743ba647f18e5520fbde87bf12ffa991d48eb87,proxy-stop,dce79cfd-71fd-487b-baaa-516896122885,200,True,1,200,
head,7743ba647f18e5520fbde87bf12ffa991d48eb87,proxy-stop,d266f99d-5a13-42ca-b159-2f8052a275c5,200,True,1,200,
head,7743ba647f18e5520fbde87bf12ffa991d48eb87,proxy-stop,79325be0-5db4-4f7a-9f9a-04a74891ff67,200,True,1,200,
head,7743ba647f18e5520fbde87bf12ffa991d48eb87,proxy-stop,71f84994-32e4-4eb8-8225-a74548833f1a,200,True,1,200,
head,7743ba647f18e5520fbde87bf12ffa991d48eb87,proxy-stop,b3b289f4-5d59-41e9-aa2c-74a6ba9b2c27,200,True,1,200,
head,7743ba647f18e5520fbde87bf12ffa991d48eb87,proxy-stop,e5415932-3474-4baf-b940-0b90958c7b01,200,True,1,200,
head,7743ba647f18e5520fbde87bf12ffa991d48eb87,proxy-stop,20162269-197f-480c-b926-2f9bffecc3b0,200,True,1,200,
head,7743ba647f18e5520fbde87bf12ffa991d48eb87,proxy-stop,05a34cea-7e88-4c4b-bcb8-523c2480b17e,200,True,1,200,
head,7743ba647f18e5520fbde87bf12ffa991d48eb87,proxy-stop,6510d1af-e692-46a1-9407-04fd3fdf7d1e,200,True,1,200,
head,7743ba647f18e5520fbde87bf12ffa991d48eb87,proxy-recovery,78eaf052-06f7-4264-a1a5-69f3bbb6b750,200,True,1,200,
head,7743ba647f18e5520fbde87bf12ffa991d48eb87,proxy-recovery,7b59540b-8eed-4aba-80e2-c72401f64155,200,True,1,200,
head,7743ba647f18e5520fbde87bf12ffa991d48eb87,proxy-recovery,21d61a66-3247-4b2e-a2b0-870fb0a141db,200,True,1,200,
head,7743ba647f18e5520fbde87bf12ffa991d48eb87,proxy-recovery,bacf6d12-e20c-49c4-8f11-1ad8da52f13b,200,True,1,200,
head,7743ba647f18e5520fbde87bf12ffa991d48eb87,proxy-recovery,a01ee559-37aa-4768-81cf-e3ed4077136d,200,True,1,200,
head,7743ba647f18e5520fbde87bf12ffa991d48eb87,proxy-recovery,ba182d6f-1282-45e8-8557-0eae00734d14,200,True,1,200,
head,7743ba647f18e5520fbde87bf12ffa991d48eb87,proxy-recovery,2a32885a-b136-49ed-b4ae-67104629614a,200,True,1,200,
head,7743ba647f18e5520fbde87bf12ffa991d48eb87,proxy-recovery,d68254e8-8a87-4649-8e19-80b3e9735448,200,True,1,200,
head,7743ba647f18e5520fbde87bf12ffa991d48eb87,proxy-recovery,c4866b50-c51e-4c14-8e7d-5cdfde68f63e,200,True,1,200,
head,7743ba647f18e5520fbde87bf12ffa991d48eb87,proxy-recovery,41e06c52-a4ba-4d86-9dec-7cd7dd9e491c,200,True,1,200,
head,7743ba647f18e5520fbde87bf12ffa991d48eb87,proxy-recovery,337fe2a5-d5f4-488d-bb68-e4cd2e3c3c4a,200,True,1,200,
head,7743ba647f18e5520fbde87bf12ffa991d48eb87,proxy-recovery,5aaa5350-8ddd-43ca-a551-45b8761d2055,200,True,1,200,
head,7743ba647f18e5520fbde87bf12ffa991d48eb87,proxy-recovery,ffec794d-fd49-4dbb-b8f7-0c2501f8d143,200,True,1,200,
head,7743ba647f18e5520fbde87bf12ffa991d48eb87,proxy-recovery,66cdcbd9-7d2d-4ac7-9c82-b4a85a8cc47c,200,True,1,200,
head,7743ba647f18e5520fbde87bf12ffa991d48eb87,proxy-recovery,6c4e8277-0c9a-4e32-9746-c58f92e2c1b6,200,True,1,200,
head,7743ba647f18e5520fbde87bf12ffa991d48eb87,proxy-recovery,e98e688c-234e-491f-848c-f4ebbd7e0da8,200,True,1,200,
head,7743ba647f18e5520fbde87bf12ffa991d48eb87,proxy-recovery,12fd8ca6-9fac-462c-b693-b95d4ca60015,200,True,1,200,
head,7743ba647f18e5520fbde87bf12ffa991d48eb87,proxy-recovery,2595fdf9-e6e5-4651-ad29-55b06553d8e6,200,True,1,200,
head,7743ba647f18e5520fbde87bf12ffa991d48eb87,proxy-recovery,d80ed00a-7c6b-4d8f-a685-549552443878,200,True,1,200,
head,7743ba647f18e5520fbde87bf12ffa991d48eb87,proxy-recovery,b35e708e-1844-4a1e-8547-0d67c234ac1b,200,True,1,200,
