kind	route	python_path_or_operation	rust_path_or_operation	python_type	rust_type	status	relationship	selector_source	parity_evidence	notes	python_revision	rust_crate
provider	chat_completions	litellm/llms/friendliai/chat/transformation.py	friendliai/chat/transformation.rs	FriendliaiChatConfig	FriendliaiChatConfig	declaration	OpenAILikeChatConfig	litellm/utils.py::ProviderConfigManager.get_provider_chat_config	not assessed	Follow selector and imported helper branches; this row is not an admission gate	39aa0a29d3ba1ec6b99ceca726f586daec0397de	llms
provider	chat_completions	litellm/llms/galadriel/chat/transformation.py	galadriel/chat/transformation.rs	GaladrielChatConfig	GaladrielChatConfig	declaration	OpenAILikeChatConfig	litellm/utils.py::ProviderConfigManager.get_provider_chat_config	not assessed	Follow selector and imported helper branches; this row is not an admission gate	39aa0a29d3ba1ec6b99ceca726f586daec0397de	llms
provider	chat_completions	litellm/llms/gdc/chat/transformation.py	gdc/chat/transformation.rs	GDCGeminiConfig	GdcGeminiConfig	declaration	OpenAILikeChatConfig	litellm/utils.py::ProviderConfigManager.get_provider_chat_config	not assessed	Follow selector and imported helper branches; this row is not an admission gate	39aa0a29d3ba1ec6b99ceca726f586daec0397de	llms
provider_operation	chat_completions	litellm/llms/gdc/chat/transformation.py::GDCGeminiConfig.__init__	gdc/chat/transformation.rs::GdcGeminiConfig::new	GDCGeminiConfig	GdcGeminiConfig	planned	constructor		not assessed	Target name reserved; signature/state and delegation still need translation	39aa0a29d3ba1ec6b99ceca726f586daec0397de	llms
provider_operation	chat_completions	litellm/llms/gdc/chat/transformation.py::GDCGeminiConfig.get_supported_openai_params	gdc/chat/transformation.rs::GdcGeminiConfig::get_supported_openai_params	GDCGeminiConfig	GdcGeminiConfig	declaration	override		not assessed		39aa0a29d3ba1ec6b99ceca726f586daec0397de	llms
provider_operation	chat_completions	litellm/llms/gdc/chat/transformation.py::GDCGeminiConfig._resolve_project	gdc/chat/transformation.rs::GdcGeminiConfig::resolve_project	GDCGeminiConfig	GdcGeminiConfig	planned	helper		not assessed	Target name reserved; signature/state and delegation still need translation	39aa0a29d3ba1ec6b99ceca726f586daec0397de	llms
provider_operation	chat_completions	litellm/llms/gdc/chat/transformation.py::GDCGeminiConfig._resolve_location	gdc/chat/transformation.rs::GdcGeminiConfig::resolve_location	GDCGeminiConfig	GdcGeminiConfig	planned	helper		not assessed	Target name reserved; signature/state and delegation still need translation	39aa0a29d3ba1ec6b99ceca726f586daec0397de	llms
provider_operation	chat_completions	litellm/llms/gdc/chat/transformation.py::GDCGeminiConfig._effective_project	gdc/chat/transformation.rs::GdcGeminiConfig::effective_project	GDCGeminiConfig	GdcGeminiConfig	planned	helper		not assessed	Target name reserved; signature/state and delegation still need translation	39aa0a29d3ba1ec6b99ceca726f586daec0397de	llms
provider_operation	chat_completions	litellm/llms/gdc/chat/transformation.py::GDCGeminiConfig._validate_path_id	gdc/chat/transformation.rs::GdcGeminiConfig::validate_path_id	GDCGeminiConfig	GdcGeminiConfig	planned	helper		not assessed	Target name reserved; signature/state and delegation still need translation	39aa0a29d3ba1ec6b99ceca726f586daec0397de	llms
provider_operation	chat_completions	litellm/llms/gdc/chat/transformation.py::GDCGeminiConfig.get_complete_url	gdc/chat/transformation.rs::GdcGeminiConfig::get_complete_url	GDCGeminiConfig	GdcGeminiConfig	declaration	override		not assessed		39aa0a29d3ba1ec6b99ceca726f586daec0397de	llms
provider_operation	chat_completions	litellm/llms/gdc/chat/transformation.py::GDCGeminiConfig._read_env_bool	gdc/chat/transformation.rs::GdcGeminiConfig::read_env_bool	GDCGeminiConfig	GdcGeminiConfig	planned	helper		not assessed	Target name reserved; signature/state and delegation still need translation	39aa0a29d3ba1ec6b99ceca726f586daec0397de	llms
provider_operation	chat_completions	litellm/llms/gdc/chat/transformation.py::GDCGeminiConfig._fetch_auth	gdc/chat/transformation.rs::GdcGeminiConfig::fetch_auth	GDCGeminiConfig	GdcGeminiConfig	planned	helper		not assessed	Target name reserved; signature/state and delegation still need translation	39aa0a29d3ba1ec6b99ceca726f586daec0397de	llms
provider_operation	chat_completions	litellm/llms/gdc/chat/transformation.py::GDCGeminiConfig._with_gdch_audience	gdc/chat/transformation.rs::GdcGeminiConfig::with_gdch_audience	GDCGeminiConfig	GdcGeminiConfig	planned	helper		not assessed	Target name reserved; signature/state and delegation still need translation	39aa0a29d3ba1ec6b99ceca726f586daec0397de	llms
provider_operation	chat_completions	litellm/llms/gdc/chat/transformation.py::GDCGeminiConfig._cached_fetch_token	gdc/chat/transformation.rs::GdcGeminiConfig::cached_fetch_token	GDCGeminiConfig	GdcGeminiConfig	planned	helper		not assessed	Target name reserved; signature/state and delegation still need translation	39aa0a29d3ba1ec6b99ceca726f586daec0397de	llms
provider_operation	chat_completions	litellm/llms/gdc/chat/transformation.py::GDCGeminiConfig._load_creds_from_key	gdc/chat/transformation.rs::GdcGeminiConfig::load_creds_from_key	GDCGeminiConfig	GdcGeminiConfig	planned	helper		not assessed	Target name reserved; signature/state and delegation still need translation	39aa0a29d3ba1ec6b99ceca726f586daec0397de	llms
provider_operation	chat_completions	litellm/llms/gdc/chat/transformation.py::GDCGeminiConfig.validate_environment	gdc/chat/transformation.rs::GdcGeminiConfig::validate_environment	GDCGeminiConfig	GdcGeminiConfig	declaration	override		not assessed		39aa0a29d3ba1ec6b99ceca726f586daec0397de	llms
provider_operation	chat_completions	litellm/llms/gdc/chat/transformation.py::GDCGeminiConfig.transform_request	gdc/chat/transformation.rs::GdcGeminiConfig::transform_request	GDCGeminiConfig	GdcGeminiConfig	declaration	override		not assessed		39aa0a29d3ba1ec6b99ceca726f586daec0397de	llms
provider	chat_completions	litellm/llms/gemini/chat/transformation.py	gemini/chat/transformation.rs	GoogleAIStudioGeminiConfig	GoogleAiStudioGeminiConfig	declaration	VertexGeminiConfig	litellm/utils.py::ProviderConfigManager.get_provider_chat_config	not assessed	Follow selector and imported helper branches; this row is not an admission gate	39aa0a29d3ba1ec6b99ceca726f586daec0397de	llms
provider_operation	chat_completions	litellm/llms/gemini/chat/transformation.py::GoogleAIStudioGeminiConfig.__init__	gemini/chat/transformation.rs::GoogleAiStudioGeminiConfig::new	GoogleAIStudioGeminiConfig	GoogleAiStudioGeminiConfig	planned	constructor		not assessed	Target name reserved; signature/state and delegation still need translation	39aa0a29d3ba1ec6b99ceca726f586daec0397de	llms
provider_operation	chat_completions	litellm/llms/gemini/chat/transformation.py::GoogleAIStudioGeminiConfig.get_config	gemini/chat/transformation.rs::GoogleAiStudioGeminiConfig::get_config	GoogleAIStudioGeminiConfig	GoogleAiStudioGeminiConfig	declaration	override		not assessed		39aa0a29d3ba1ec6b99ceca726f586daec0397de	llms
provider_operation	chat_completions	litellm/llms/gemini/chat/transformation.py::GoogleAIStudioGeminiConfig.is_model_gemini_audio_model	gemini/chat/transformation.rs::GoogleAiStudioGeminiConfig::is_model_gemini_audio_model	GoogleAIStudioGeminiConfig	GoogleAiStudioGeminiConfig	planned	helper		not assessed	Target name reserved; signature/state and delegation still need translation	39aa0a29d3ba1ec6b99ceca726f586daec0397de	llms
provider_operation	chat_completions	litellm/llms/gemini/chat/transformation.py::GoogleAIStudioGeminiConfig.get_supported_openai_params	gemini/chat/transformation.rs::GoogleAiStudioGeminiConfig::get_supported_openai_params	GoogleAIStudioGeminiConfig	GoogleAiStudioGeminiConfig	declaration	override		not assessed		39aa0a29d3ba1ec6b99ceca726f586daec0397de	llms
provider_operation	chat_completions	litellm/llms/gemini/chat/transformation.py::GoogleAIStudioGeminiConfig._transform_messages	gemini/chat/transformation.rs::GoogleAiStudioGeminiConfig::transform_messages	GoogleAIStudioGeminiConfig	GoogleAiStudioGeminiConfig	planned	helper		not assessed	Target name reserved; signature/state and delegation still need translation	39aa0a29d3ba1ec6b99ceca726f586daec0397de	llms
provider	chat_completions	litellm/llms/gigachat/chat/transformation.py	gigachat/chat/transformation.rs	GigaChatConfig	GigaChatConfig	declaration	BaseConfig	litellm/utils.py::ProviderConfigManager.get_provider_chat_config	not assessed	Follow selector and imported helper branches; this row is not an admission gate	39aa0a29d3ba1ec6b99ceca726f586daec0397de	llms
provider_operation	chat_completions	litellm/llms/gigachat/chat/transformation.py::GigaChatConfig.__init__	gigachat/chat/transformation.rs::GigaChatConfig::new	GigaChatConfig	GigaChatConfig	planned	constructor		not assessed	Target name reserved; signature/state and delegation still need translation	39aa0a29d3ba1ec6b99ceca726f586daec0397de	llms
provider_operation	chat_completions	litellm/llms/gigachat/chat/transformation.py::GigaChatConfig.get_complete_url	gigachat/chat/transformation.rs::GigaChatConfig::get_complete_url	GigaChatConfig	GigaChatConfig	declaration	override		not assessed		39aa0a29d3ba1ec6b99ceca726f586daec0397de	llms
provider_operation	chat_completions	litellm/llms/gigachat/chat/transformation.py::GigaChatConfig.validate_environment	gigachat/chat/transformation.rs::GigaChatConfig::validate_environment	GigaChatConfig	GigaChatConfig	declaration	override		not assessed		39aa0a29d3ba1ec6b99ceca726f586daec0397de	llms
provider_operation	chat_completions	litellm/llms/gigachat/chat/transformation.py::GigaChatConfig.get_supported_openai_params	gigachat/chat/transformation.rs::GigaChatConfig::get_supported_openai_params	GigaChatConfig	GigaChatConfig	declaration	override		not assessed		39aa0a29d3ba1ec6b99ceca726f586daec0397de	llms
provider_operation	chat_completions	litellm/llms/gigachat/chat/transformation.py::GigaChatConfig.map_openai_params	gigachat/chat/transformation.rs::GigaChatConfig::map_openai_params	GigaChatConfig	GigaChatConfig	declaration	override		not assessed		39aa0a29d3ba1ec6b99ceca726f586daec0397de	llms
provider_operation	chat_completions	litellm/llms/gigachat/chat/transformation.py::GigaChatConfig._convert_tools_to_functions	gigachat/chat/transformation.rs::GigaChatConfig::convert_tools_to_functions	GigaChatConfig	GigaChatConfig	planned	helper		not assessed	Target name reserved; signature/state and delegation still need translation	39aa0a29d3ba1ec6b99ceca726f586daec0397de	llms
provider_operation	chat_completions	litellm/llms/gigachat/chat/transformation.py::GigaChatConfig._map_tool_choice	gigachat/chat/transformation.rs::GigaChatConfig::map_tool_choice	GigaChatConfig	GigaChatConfig	planned	helper		not assessed	Target name reserved; signature/state and delegation still need translation	39aa0a29d3ba1ec6b99ceca726f586daec0397de	llms
provider_operation	chat_completions	litellm/llms/gigachat/chat/transformation.py::GigaChatConfig._upload_image	gigachat/chat/transformation.rs::GigaChatConfig::upload_image	GigaChatConfig	GigaChatConfig	planned	helper		not assessed	Target name reserved; signature/state and delegation still need translation	39aa0a29d3ba1ec6b99ceca726f586daec0397de	llms
provider_operation	chat_completions	litellm/llms/gigachat/chat/transformation.py::GigaChatConfig._transform_list_content	gigachat/chat/transformation.rs::GigaChatConfig::transform_list_content	GigaChatConfig	GigaChatConfig	planned	helper		not assessed	Target name reserved; signature/state and delegation still need translation	39aa0a29d3ba1ec6b99ceca726f586daec0397de	llms
provider_operation	chat_completions	litellm/llms/gigachat/chat/transformation.py::GigaChatConfig.transform_request	gigachat/chat/transformation.rs::GigaChatConfig::transform_request	GigaChatConfig	GigaChatConfig	declaration	override		not assessed		39aa0a29d3ba1ec6b99ceca726f586daec0397de	llms
provider_operation	chat_completions	litellm/llms/gigachat/chat/transformation.py::GigaChatConfig._transform_messages	gigachat/chat/transformation.rs::GigaChatConfig::transform_messages	GigaChatConfig	GigaChatConfig	planned	helper		not assessed	Target name reserved; signature/state and delegation still need translation	39aa0a29d3ba1ec6b99ceca726f586daec0397de	llms
provider_operation	chat_completions	litellm/llms/gigachat/chat/transformation.py::GigaChatConfig.transform_response	gigachat/chat/transformation.rs::GigaChatConfig::transform_response	GigaChatConfig	GigaChatConfig	declaration	override		not assessed		39aa0a29d3ba1ec6b99ceca726f586daec0397de	llms
provider_operation	chat_completions	litellm/llms/gigachat/chat/transformation.py::GigaChatConfig.get_error_class	gigachat/chat/transformation.rs::GigaChatConfig::get_error_class	GigaChatConfig	GigaChatConfig	declaration	override		not assessed		39aa0a29d3ba1ec6b99ceca726f586daec0397de	llms
provider_operation	chat_completions	litellm/llms/gigachat/chat/transformation.py::GigaChatConfig.get_model_response_iterator	gigachat/chat/transformation.rs::GigaChatConfig::get_model_response_iterator	GigaChatConfig	GigaChatConfig	declaration	override		not assessed		39aa0a29d3ba1ec6b99ceca726f586daec0397de	llms
provider	chat_completions	litellm/llms/github/chat/transformation.py	github/chat/transformation.rs	GithubChatConfig	GithubChatConfig	declaration	OpenAILikeChatConfig	litellm/utils.py::ProviderConfigManager.get_provider_chat_config	not assessed	Follow selector and imported helper branches; this row is not an admission gate	39aa0a29d3ba1ec6b99ceca726f586daec0397de	llms
provider	chat_completions	litellm/llms/github_copilot/chat/transformation.py	github_copilot/chat/transformation.rs	GithubCopilotConfig	GithubCopilotConfig	declaration	OpenAIConfig	litellm/utils.py::ProviderConfigManager.get_provider_chat_config	not assessed	Follow selector and imported helper branches; this row is not an admission gate	39aa0a29d3ba1ec6b99ceca726f586daec0397de	llms
provider_operation	chat_completions	litellm/llms/github_copilot/chat/transformation.py::GithubCopilotConfig.__init__	github_copilot/chat/transformation.rs::GithubCopilotConfig::new	GithubCopilotConfig	GithubCopilotConfig	planned	constructor		not assessed	Target name reserved; signature/state and delegation still need translation	39aa0a29d3ba1ec6b99ceca726f586daec0397de	llms
provider_operation	chat_completions	litellm/llms/github_copilot/chat/transformation.py::GithubCopilotConfig._get_openai_compatible_provider_info	github_copilot/chat/transformation.rs::GithubCopilotConfig::get_openai_compatible_provider_info	GithubCopilotConfig	GithubCopilotConfig	planned	helper		not assessed	Target name reserved; signature/state and delegation still need translation	39aa0a29d3ba1ec6b99ceca726f586daec0397de	llms
provider_operation	chat_completions	litellm/llms/github_copilot/chat/transformation.py::GithubCopilotConfig._transform_messages	github_copilot/chat/transformation.rs::GithubCopilotConfig::transform_messages	GithubCopilotConfig	GithubCopilotConfig	planned	helper		not assessed	Target name reserved; signature/state and delegation still need translation	39aa0a29d3ba1ec6b99ceca726f586daec0397de	llms
provider_operation	chat_completions	litellm/llms/github_copilot/chat/transformation.py::GithubCopilotConfig.validate_environment	github_copilot/chat/transformation.rs::GithubCopilotConfig::validate_environment	GithubCopilotConfig	GithubCopilotConfig	declaration	override		not assessed		39aa0a29d3ba1ec6b99ceca726f586daec0397de	llms
provider_operation	chat_completions	litellm/llms/github_copilot/chat/transformation.py::GithubCopilotConfig.get_supported_openai_params	github_copilot/chat/transformation.rs::GithubCopilotConfig::get_supported_openai_params	GithubCopilotConfig	GithubCopilotConfig	declaration	override		not assessed		39aa0a29d3ba1ec6b99ceca726f586daec0397de	llms
provider_operation	chat_completions	litellm/llms/github_copilot/chat/transformation.py::GithubCopilotConfig._determine_initiator	github_copilot/chat/transformation.rs::GithubCopilotConfig::determine_initiator	GithubCopilotConfig	GithubCopilotConfig	planned	helper		not assessed	Target name reserved; signature/state and delegation still need translation	39aa0a29d3ba1ec6b99ceca726f586daec0397de	llms
provider_operation	chat_completions	litellm/llms/github_copilot/chat/transformation.py::GithubCopilotConfig._has_vision_content	github_copilot/chat/transformation.rs::GithubCopilotConfig::has_vision_content	GithubCopilotConfig	GithubCopilotConfig	planned	helper		not assessed	Target name reserved; signature/state and delegation still need translation	39aa0a29d3ba1ec6b99ceca726f586daec0397de	llms
provider_operation	chat_completions	litellm/llms/github_copilot/chat/transformation.py::GithubCopilotConfig._parse_anthropic_native_content	github_copilot/chat/transformation.rs::GithubCopilotConfig::parse_anthropic_native_content	GithubCopilotConfig	GithubCopilotConfig	planned	helper		not assessed	Target name reserved; signature/state and delegation still need translation	39aa0a29d3ba1ec6b99ceca726f586daec0397de	llms
provider_operation	chat_completions	litellm/llms/github_copilot/chat/transformation.py::GithubCopilotConfig._normalize_anthropic_usage	github_copilot/chat/transformation.rs::GithubCopilotConfig::normalize_anthropic_usage	GithubCopilotConfig	GithubCopilotConfig	planned	helper		not assessed	Target name reserved; signature/state and delegation still need translation	39aa0a29d3ba1ec6b99ceca726f586daec0397de	llms
provider_operation	chat_completions	litellm/llms/github_copilot/chat/transformation.py::GithubCopilotConfig._synthesize_choices_for_anthropic_native	github_copilot/chat/transformation.rs::GithubCopilotConfig::synthesize_choices_for_anthropic_native	GithubCopilotConfig	GithubCopilotConfig	planned	helper		not assessed	Target name reserved; signature/state and delegation still need translation	39aa0a29d3ba1ec6b99ceca726f586daec0397de	llms
provider_operation	chat_completions	litellm/llms/github_copilot/chat/transformation.py::GithubCopilotConfig.transform_parsed_response_dict	github_copilot/chat/transformation.rs::GithubCopilotConfig::transform_parsed_response_dict	GithubCopilotConfig	GithubCopilotConfig	declaration	override		not assessed		39aa0a29d3ba1ec6b99ceca726f586daec0397de	llms
provider_operation	chat_completions	litellm/llms/github_copilot/chat/transformation.py::GithubCopilotConfig.transform_response	github_copilot/chat/transformation.rs::GithubCopilotConfig::transform_response	GithubCopilotConfig	GithubCopilotConfig	declaration	override		not assessed		39aa0a29d3ba1ec6b99ceca726f586daec0397de	llms
provider	chat_completions	litellm/llms/gradient_ai/chat/transformation.py	gradient_ai/chat/transformation.rs	GradientAIConfig	GradientAiConfig	declaration	OpenAILikeChatConfig	litellm/utils.py::ProviderConfigManager.get_provider_chat_config	not assessed	Follow selector and imported helper branches; this row is not an admission gate	39aa0a29d3ba1ec6b99ceca726f586daec0397de	llms
provider_operation	chat_completions	litellm/llms/gradient_ai/chat/transformation.py::GradientAIConfig.__init__	gradient_ai/chat/transformation.rs::GradientAiConfig::new	GradientAIConfig	GradientAiConfig	planned	constructor		not assessed	Target name reserved; signature/state and delegation still need translation	39aa0a29d3ba1ec6b99ceca726f586daec0397de	llms
provider_operation	chat_completions	litellm/llms/gradient_ai/chat/transformation.py::GradientAIConfig.get_config	gradient_ai/chat/transformation.rs::GradientAiConfig::get_config	GradientAIConfig	GradientAiConfig	declaration	override		not assessed		39aa0a29d3ba1ec6b99ceca726f586daec0397de	llms
provider_operation	chat_completions	litellm/llms/gradient_ai/chat/transformation.py::GradientAIConfig.get_supported_openai_params	gradient_ai/chat/transformation.rs::GradientAiConfig::get_supported_openai_params	GradientAIConfig	GradientAiConfig	declaration	override		not assessed		39aa0a29d3ba1ec6b99ceca726f586daec0397de	llms
provider_operation	chat_completions	litellm/llms/gradient_ai/chat/transformation.py::GradientAIConfig.validate_environment	gradient_ai/chat/transformation.rs::GradientAiConfig::validate_environment	GradientAIConfig	GradientAiConfig	declaration	override		not assessed		39aa0a29d3ba1ec6b99ceca726f586daec0397de	llms
provider_operation	chat_completions	litellm/llms/gradient_ai/chat/transformation.py::GradientAIConfig.get_complete_url	gradient_ai/chat/transformation.rs::GradientAiConfig::get_complete_url	GradientAIConfig	GradientAiConfig	declaration	override		not assessed		39aa0a29d3ba1ec6b99ceca726f586daec0397de	llms
provider_operation	chat_completions	litellm/llms/gradient_ai/chat/transformation.py::GradientAIConfig._get_openai_compatible_provider_info	gradient_ai/chat/transformation.rs::GradientAiConfig::get_openai_compatible_provider_info	GradientAIConfig	GradientAiConfig	planned	helper		not assessed	Target name reserved; signature/state and delegation still need translation	39aa0a29d3ba1ec6b99ceca726f586daec0397de	llms
provider_operation	chat_completions	litellm/llms/gradient_ai/chat/transformation.py::GradientAIConfig.map_openai_params	gradient_ai/chat/transformation.rs::GradientAiConfig::map_openai_params	GradientAIConfig	GradientAiConfig	declaration	override		not assessed		39aa0a29d3ba1ec6b99ceca726f586daec0397de	llms
provider	chat_completions	litellm/llms/groq/chat/transformation.py	groq/chat/transformation.rs	GroqChatConfig	GroqChatConfig	declaration	OpenAILikeChatConfig	litellm/utils.py::ProviderConfigManager.get_provider_chat_config	not assessed	Follow selector and imported helper branches; this row is not an admission gate	39aa0a29d3ba1ec6b99ceca726f586daec0397de	llms
provider_operation	chat_completions	litellm/llms/groq/chat/transformation.py::GroqChatConfig.__init__	groq/chat/transformation.rs::GroqChatConfig::new	GroqChatConfig	GroqChatConfig	planned	constructor		not assessed	Target name reserved; signature/state and delegation still need translation	39aa0a29d3ba1ec6b99ceca726f586daec0397de	llms
provider_operation	chat_completions	litellm/llms/groq/chat/transformation.py::GroqChatConfig.custom_llm_provider	groq/chat/transformation.rs::GroqChatConfig::custom_llm_provider	GroqChatConfig	GroqChatConfig	declaration	override		not assessed		39aa0a29d3ba1ec6b99ceca726f586daec0397de	llms
provider_operation	chat_completions	litellm/llms/groq/chat/transformation.py::GroqChatConfig.get_config	groq/chat/transformation.rs::GroqChatConfig::get_config	GroqChatConfig	GroqChatConfig	declaration	override		not assessed		39aa0a29d3ba1ec6b99ceca726f586daec0397de	llms
provider_operation	chat_completions	litellm/llms/groq/chat/transformation.py::GroqChatConfig.get_model_response_iterator	groq/chat/transformation.rs::GroqChatConfig::get_model_response_iterator	GroqChatConfig	GroqChatConfig	declaration	override		not assessed		39aa0a29d3ba1ec6b99ceca726f586daec0397de	llms
provider_operation	chat_completions	litellm/llms/groq/chat/transformation.py::GroqChatConfig.get_supported_openai_params	groq/chat/transformation.rs::GroqChatConfig::get_supported_openai_params	GroqChatConfig	GroqChatConfig	declaration	override		not assessed		39aa0a29d3ba1ec6b99ceca726f586daec0397de	llms
provider_operation	chat_completions	litellm/llms/groq/chat/transformation.py::GroqChatConfig._is_compound_model	groq/chat/transformation.rs::GroqChatConfig::is_compound_model	GroqChatConfig	GroqChatConfig	planned	helper		not assessed	Target name reserved; signature/state and delegation still need translation	39aa0a29d3ba1ec6b99ceca726f586daec0397de	llms
provider_operation	chat_completions	litellm/llms/groq/chat/transformation.py::GroqChatConfig._transform_messages	groq/chat/transformation.rs::GroqChatConfig::transform_messages	GroqChatConfig	GroqChatConfig	planned	helper		not assessed	Target name reserved; signature/state and delegation still need translation	39aa0a29d3ba1ec6b99ceca726f586daec0397de	llms
provider_operation	chat_completions	litellm/llms/groq/chat/transformation.py::GroqChatConfig._get_openai_compatible_provider_info	groq/chat/transformation.rs::GroqChatConfig::get_openai_compatible_provider_info	GroqChatConfig	GroqChatConfig	planned	helper		not assessed	Target name reserved; signature/state and delegation still need translation	39aa0a29d3ba1ec6b99ceca726f586daec0397de	llms
provider_operation	chat_completions	litellm/llms/groq/chat/transformation.py::GroqChatConfig._should_fake_stream	groq/chat/transformation.rs::GroqChatConfig::should_fake_stream	GroqChatConfig	GroqChatConfig	declaration	override		not assessed		39aa0a29d3ba1ec6b99ceca726f586daec0397de	llms
provider_operation	chat_completions	litellm/llms/groq/chat/transformation.py::GroqChatConfig._create_json_tool_call_for_response_format	groq/chat/transformation.rs::GroqChatConfig::create_json_tool_call_for_response_format	GroqChatConfig	GroqChatConfig	planned	helper		not assessed	Target name reserved; signature/state and delegation still need translation	39aa0a29d3ba1ec6b99ceca726f586daec0397de	llms
provider_operation	chat_completions	litellm/llms/groq/chat/transformation.py::GroqChatConfig.map_openai_params	groq/chat/transformation.rs::GroqChatConfig::map_openai_params	GroqChatConfig	GroqChatConfig	declaration	override		not assessed		39aa0a29d3ba1ec6b99ceca726f586daec0397de	llms
provider_operation	chat_completions	litellm/llms/groq/chat/transformation.py::GroqChatConfig.transform_response	groq/chat/transformation.rs::GroqChatConfig::transform_response	GroqChatConfig	GroqChatConfig	declaration	override		not assessed		39aa0a29d3ba1ec6b99ceca726f586daec0397de	llms
provider_operation	chat_completions	litellm/llms/groq/chat/transformation.py::GroqChatConfig._add_web_search_usage	groq/chat/transformation.rs::GroqChatConfig::add_web_search_usage	GroqChatConfig	GroqChatConfig	planned	helper		not assessed	Target name reserved; signature/state and delegation still need translation	39aa0a29d3ba1ec6b99ceca726f586daec0397de	llms
provider_operation	chat_completions	litellm/llms/groq/chat/transformation.py::GroqChatConfig._executed_tool_actions	groq/chat/transformation.rs::GroqChatConfig::executed_tool_actions	GroqChatConfig	GroqChatConfig	planned	helper		not assessed	Target name reserved; signature/state and delegation still need translation	39aa0a29d3ba1ec6b99ceca726f586daec0397de	llms
provider_operation	chat_completions	litellm/llms/groq/chat/transformation.py::GroqChatConfig._map_groq_service_tier	groq/chat/transformation.rs::GroqChatConfig::map_groq_service_tier	GroqChatConfig	GroqChatConfig	planned	helper		not assessed	Target name reserved; signature/state and delegation still need translation	39aa0a29d3ba1ec6b99ceca726f586daec0397de	llms
provider	chat_completions	litellm/llms/heroku/chat/transformation.py	heroku/chat/transformation.rs	HerokuChatConfig	HerokuChatConfig	declaration	OpenAIGPTConfig	litellm/utils.py::ProviderConfigManager.get_provider_chat_config	not assessed	Follow selector and imported helper branches; this row is not an admission gate	39aa0a29d3ba1ec6b99ceca726f586daec0397de	llms
provider_operation	chat_completions	litellm/llms/heroku/chat/transformation.py::HerokuChatConfig._transform_messages	heroku/chat/transformation.rs::HerokuChatConfig::transform_messages	HerokuChatConfig	HerokuChatConfig	planned	helper		not assessed	Target name reserved; signature/state and delegation still need translation	39aa0a29d3ba1ec6b99ceca726f586daec0397de	llms
provider_operation	chat_completions	litellm/llms/heroku/chat/transformation.py::HerokuChatConfig._get_openai_compatible_provider_info	heroku/chat/transformation.rs::HerokuChatConfig::get_openai_compatible_provider_info	HerokuChatConfig	HerokuChatConfig	planned	helper		not assessed	Target name reserved; signature/state and delegation still need translation	39aa0a29d3ba1ec6b99ceca726f586daec0397de	llms
provider_operation	chat_completions	litellm/llms/heroku/chat/transformation.py::HerokuChatConfig.get_complete_url	heroku/chat/transformation.rs::HerokuChatConfig::get_complete_url	HerokuChatConfig	HerokuChatConfig	declaration	override		not assessed		39aa0a29d3ba1ec6b99ceca726f586daec0397de	llms
provider	chat_completions	litellm/llms/hosted_vllm/chat/transformation.py	hosted_vllm/chat/transformation.rs	HostedVLLMChatConfig	HostedVllmChatConfig	declaration	OpenAIGPTConfig	litellm/utils.py::ProviderConfigManager.get_provider_chat_config	not assessed	Follow selector and imported helper branches; this row is not an admission gate	39aa0a29d3ba1ec6b99ceca726f586daec0397de	llms
provider_operation	chat_completions	litellm/llms/hosted_vllm/chat/transformation.py::HostedVLLMChatConfig._convert_custom_tools_to_function_tools	hosted_vllm/chat/transformation.rs::HostedVllmChatConfig::convert_custom_tools_to_function_tools	HostedVLLMChatConfig	HostedVllmChatConfig	planned	helper		not assessed	Target name reserved; signature/state and delegation still need translation	39aa0a29d3ba1ec6b99ceca726f586daec0397de	llms
provider_operation	chat_completions	litellm/llms/hosted_vllm/chat/transformation.py::HostedVLLMChatConfig.get_supported_openai_params	hosted_vllm/chat/transformation.rs::HostedVllmChatConfig::get_supported_openai_params	HostedVLLMChatConfig	HostedVllmChatConfig	declaration	override		not assessed		39aa0a29d3ba1ec6b99ceca726f586daec0397de	llms
provider_operation	chat_completions	litellm/llms/hosted_vllm/chat/transformation.py::HostedVLLMChatConfig.map_openai_params	hosted_vllm/chat/transformation.rs::HostedVllmChatConfig::map_openai_params	HostedVLLMChatConfig	HostedVllmChatConfig	declaration	override		not assessed		39aa0a29d3ba1ec6b99ceca726f586daec0397de	llms
provider_operation	chat_completions	litellm/llms/hosted_vllm/chat/transformation.py::HostedVLLMChatConfig._get_openai_compatible_provider_info	hosted_vllm/chat/transformation.rs::HostedVllmChatConfig::get_openai_compatible_provider_info	HostedVLLMChatConfig	HostedVllmChatConfig	planned	helper		not assessed	Target name reserved; signature/state and delegation still need translation	39aa0a29d3ba1ec6b99ceca726f586daec0397de	llms
provider_operation	chat_completions	litellm/llms/hosted_vllm/chat/transformation.py::HostedVLLMChatConfig._is_video_file	hosted_vllm/chat/transformation.rs::HostedVllmChatConfig::is_video_file	HostedVLLMChatConfig	HostedVllmChatConfig	planned	helper		not assessed	Target name reserved; signature/state and delegation still need translation	39aa0a29d3ba1ec6b99ceca726f586daec0397de	llms
